WK,Stimmen,Jahr,Partei
280,28892,2013,SPD
280,28255,2009,SPD
280,4072,2013,FDP
280,17528,2009,FDP
280,6094,2013,DIE LINKE
280,9136,2009,DIE LINKE
280,10036,2013,GRÜNE
280,13460,2009,GRÜNE
280,3038,2013,PIRATEN
280,2107,2013,NPD
280,1915,2009,NPD
280,1522,2013,REP
280,2172,2009,REP
280,1164,2013,ödp
280,2661,2009,PBC
280,2270,2013,FREIE WÄHLER
281,219472,2013,Wahlberechtigte
281,210636,2009,Wahlberechtigte
281,168260,2013,Wähler
281,157681,2009,Wähler
281,1726,2013,Ungültige
281,2537,2009,Ungültige
281,166534,2013,Gültige
281,155144,2009,Gültige
281,58106,2013,CDU
281,44749,2009,CDU
281,50004,2013,SPD
281,51192,2009,SPD
281,3182,2013,FDP
281,12674,2009,FDP
281,8083,2013,DIE LINKE
281,9675,2009,DIE LINKE
281,34762,2013,GRÜNE
281,33878,2009,GRÜNE
281,3829,2013,PIRATEN
281,950,2013,NPD
281,890,2009,NPD
281,1063,2009,REP
281,452,2013,DIE VIOLETTEN
281,1023,2009,DIE VIOLETTEN
281,4207,2013,AfD
281,1111,2013,FREIE WÄHLER
281,1848,2013,Übrige
282,229316,2013,Wahlberechtigte
282,225703,2009,Wahlberechtigte
282,164341,2013,Wähler
282,156692,2009,Wähler
282,2298,2013,Ungültige
282,2864,2009,Ungültige
282,162043,2013,Gültige
282,153828,2009,Gültige
282,81205,2013,CDU
282,58282,2009,CDU
282,39902,2013,SPD
282,49591,2009,SPD
282,3856,2013,FDP
282,16932,2009,FDP
282,6305,2013,DIE LINKE
282,9268,2009,DIE LINKE
282,19468,2013,GRÜNE
282,16151,2009,GRÜNE
282,3747,2013,PIRATEN
282,1741,2013,NPD
282,2106,2009,NPD
282,1498,2009,PBC
282,5819,2013,AfD
283,215623,2013,Wahlberechtigte
283,213013,2009,Wahlberechtigte
283,153869,2013,Wähler
283,149482,2009,Wähler
283,3254,2013,Ungültige
283,3557,2009,Ungültige
283,150615,2013,Gültige
283,145925,2009,Gültige
283,78797,2013,CDU
283,61427,2009,CDU
283,39772,2013,SPD
283,35339,2009,SPD
283,2742,2013,FDP
283,14470,2009,FDP
283,7002,2013,DIE LINKE
283,10238,2009,DIE LINKE
283,17368,2013,GRÜNE
283,22429,2009,GRÜNE
283,1928,2013,NPD
283,2022,2009,NPD
283,3006,2013,ödp
284,205119,2013,Wahlberechtigte
284,204619,2009,Wahlberechtigte
284,145259,2013,Wähler
284,141835,2009,Wähler
284,2386,2013,Ungültige
284,3305,2009,Ungültige
284,142873,2013,Gültige
284,138530,2009,Gültige
284,80083,2013,CDU
284,65336,2009,CDU
284,28862,2013,SPD
284,27052,2009,SPD
284,3063,2013,FDP
284,15454,2009,FDP
284,6083,2013,DIE LINKE
284,10129,2009,DIE LINKE
284,14111,2013,GRÜNE
284,17460,2009,GRÜNE
284,2836,2013,PIRATEN
284,1471,2013,NPD
284,2069,2009,NPD
284,5563,2013,AfD
284,801,2013,FREIE WÄHLER
284,1030,2009,Übrige
285,199241,2013,Wahlberechtigte
285,200726,2009,Wahlberechtigte
285,143449,2013,Wähler
285,141391,2009,Wähler
285,2519,2013,Ungültige
285,3816,2009,Ungültige
285,140930,2013,Gültige
285,137575,2009,Gültige
285,81517,2013,CDU
285,66104,2009,CDU
285,25044,2013,SPD
285,22388,2009,SPD
285,4714,2013,FDP
285,24395,2009,FDP
285,5290,2013,DIE LINKE
285,8140,2009,DIE LINKE
285,10546,2013,GRÜNE
285,11503,2009,GRÜNE
285,2296,2013,NPD
285,3006,2009,NPD
285,2419,2013,ödp
285,2039,2009,ödp
285,7112,2013,AfD
285,1992,2013,FREIE WÄHLER
286,166191,2013,Wahlberechtigte
286,167458,2009,Wahlberechtigte
286,119181,2013,Wähler
286,117355,2009,Wähler
286,1815,2013,Ungültige
286,2983,2009,Ungültige
286,117366,2013,Gültige
286,114372,2009,Gültige
286,66505,2013,CDU
286,54172,2009,CDU
286,22211,2013,SPD
286,21835,2009,SPD
286,2946,2013,FDP
286,15292,2009,FDP
286,4144,2013,DIE LINKE
286,7158,2009,DIE LINKE
286,8984,2013,GRÜNE
286,13034,2009,GRÜNE
286,1963,2013,NPD
286,2881,2009,NPD
286,586,2013,ödp
286,4603,2013,AfD
286,1845,2013,FREIE WÄHLER
286,3579,2013,Übrige
287,202393,2013,Wahlberechtigte
287,197671,2009,Wahlberechtigte
287,147557,2013,Wähler
287,140167,2009,Wähler
287,1907,2013,Ungültige
287,2793,2009,Ungültige
287,145650,2013,Gültige
287,137374,2009,Gültige
287,75524,2013,CDU
287,59256,2009,CDU
287,27956,2013,SPD
287,29713,2009,SPD
287,5476,2013,FDP
287,20335,2009,FDP
287,5980,2013,DIE LINKE
287,8943,2009,DIE LINKE
287,19322,2013,GRÜNE
287,17439,2009,GRÜNE
287,3198,2013,PIRATEN
287,1237,2013,NPD
287,1688,2009,NPD
287,1105,2013,ödp
287,5852,2013,AfD
288,177313,2013,Wahlberechtigte
288,177784,2009,Wahlberechtigte
288,128808,2013,Wähler
288,125418,2009,Wähler
288,2367,2013,Ungültige
288,2689,2009,Ungültige
288,126441,2013,Gültige
288,122729,2009,Gültige
288,65009,2013,CDU
288,50967,2009,CDU
288,35359,2013,SPD
288,35026,2009,SPD
288,4184,2013,FDP
288,13686,2009,FDP
288,5613,2013,DIE LINKE
288,7100,2009,DIE LINKE
288,12768,2013,GRÜNE
288,13091,2009,GRÜNE
288,1694,2013,NPD
288,1667,2009,NPD
288,1814,2013,ödp
288,843,2009,ödp
288,349,2009,Übrige
289,199091,2013,Wahlberechtigte
289,198399,2009,Wahlberechtigte
289,150014,2013,Wähler
289,145797,2009,Wähler
289,1883,2013,Ungültige
289,3392,2009,Ungültige
289,148131,2013,Gültige
289,142405,2009,Gültige
289,76870,2013,CDU
289,60739,2009,CDU
289,29859,2013,SPD
289,31385,2009,SPD
289,5665,2013,FDP
289,18198,2009,FDP
289,5966,2013,DIE LINKE
289,8449,2009,DIE LINKE
289,18399,2013,GRÜNE
289,19869,2009,GRÜNE
289,1764,2013,NPD
289,2488,2009,NPD
289,794,2013,ödp
289,296,2013,MLPD
289,490,2009,MLPD
289,6435,2013,AfD
289,1119,2013,FREIE WÄHLER
289,964,2013,Übrige
289,787,2009,Übrige
290,193188,2013,Wahlberechtigte
290,189559,2009,Wahlberechtigte
290,149768,2013,Wähler
290,143896,2009,Wähler
290,1789,2013,Ungültige
290,2199,2009,Ungültige
290,147979,2013,Gültige
290,141697,2009,Gültige
290,69354,2013,CDU
290,55188,2009,CDU
290,30160,2013,SPD
290,28501,2009,SPD
290,3358,2013,FDP
290,13680,2009,FDP
290,9589,2013,DIE LINKE
290,9801,2009,DIE LINKE
290,24477,2013,GRÜNE
290,30560,2009,GRÜNE
290,4402,2013,PIRATEN
290,1558,2013,NPD
290,2078,2009,NPD
290,814,2009,ödp
290,5081,2013,AfD
290,1075,2009,Übrige
291,220702,2013,Wahlberechtigte
291,218934,2009,Wahlberechtigte
291,167199,2013,Wähler
291,161713,2009,Wähler
291,2153,2013,Ungültige
291,3270,2009,Ungültige
291,165046,2013,Gültige
291,158443,2009,Gültige
291,85984,2013,CDU
291,67812,2009,CDU
291,39321,2013,SPD
291,35885,2009,SPD
291,4371,2013,FDP
291,18278,2009,FDP
291,6012,2013,DIE LINKE
291,9608,2009,DIE LINKE
291,16041,2013,GRÜNE
291,21479,2009,GRÜNE
291,4320,2013,PIRATEN
291,2513,2009,NPD
291,310,2009,MLPD
291,5989,2013,AfD
291,1660,2013,FREIE WÄHLER
291,1348,2013,Übrige
291,2558,2009,Übrige
292,163772,2013,Wahlberechtigte
292,162508,2009,Wahlberechtigte
292,121718,2013,Wähler
292,117289,2009,Wähler
292,2131,2013,Ungültige
292,3263,2009,Ungültige
292,119587,2013,Gültige
292,114026,2009,Gültige
292,70540,2013,CDU
292,48662,2009,CDU
292,23786,2013,SPD
292,26275,2009,SPD
292,2567,2013,FDP
292,17233,2009,FDP
292,4013,2013,DIE LINKE
292,6117,2009,DIE LINKE
292,10754,2013,GRÜNE
292,11176,2009,GRÜNE
292,3411,2013,PIRATEN
292,2389,2009,NPD
292,1958,2013,ödp
292,1760,2009,ödp
292,2558,2013,FREIE WÄHLER
292,414,2009,Übrige
293,171016,2013,Wahlberechtigte
293,167789,2009,Wahlberechtigte
293,128696,2013,Wähler
293,122655,2009,Wähler
293,1930,2013,Ungültige
293,2181,2009,Ungültige
293,126766,2013,Gültige
293,120474,2009,Gültige
293,68333,2013,CDU
293,54169,2009,CDU
293,26105,2013,SPD
293,23587,2009,SPD
293,4955,2013,FDP
293,16521,2009,FDP
293,5749,2013,DIE LINKE
293,7077,2009,DIE LINKE
293,14224,2013,GRÜNE
293,17349,2009,GRÜNE
293,2825,2013,PIRATEN
293,1594,2013,NPD
293,1771,2009,NPD
293,1415,2013,ödp
293,1566,2013,FREIE WÄHLER
294,185006,2013,Wahlberechtigte
294,181362,2009,Wahlberechtigte
294,135877,2013,Wähler
294,130128,2009,Wähler
294,1630,2013,Ungültige
294,3110,2009,Ungültige
294,134247,2013,Gültige
294,127018,2009,Gültige
294,69312,2013,CDU
294,56931,2009,CDU
294,26909,2013,SPD
294,22530,2009,SPD
294,3320,2013,FDP
294,17946,2009,FDP
294,4424,2013,DIE LINKE
294,7918,2009,DIE LINKE
294,18298,2013,GRÜNE
294,18639,2009,GRÜNE
294,2761,2013,PIRATEN
294,1252,2013,NPD
294,2006,2009,NPD
294,2782,2013,ödp
294,3674,2013,AfD
294,1192,2013,FREIE WÄHLER
294,323,2013,Übrige
294,1048,2009,Übrige
295,184370,2013,Wahlberechtigte
295,185890,2009,Wahlberechtigte
295,132905,2013,Wähler
295,130436,2009,Wähler
295,2714,2013,Ungültige
295,3243,2009,Ungültige
295,130191,2013,Gültige
295,127193,2009,Gültige
295,78966,2013,CDU
295,62858,2009,CDU
295,23684,2013,SPD
295,21695,2009,SPD
295,3069,2013,FDP
295,17220,2009,FDP
295,5460,2013,DIE LINKE
295,8292,2009,DIE LINKE
295,10802,2013,GRÜNE
295,11802,2009,GRÜNE
295,2756,2013,NPD
295,2895,2009,NPD
295,1194,2013,ödp
295,544,2013,MLPD
295,3716,2013,FREIE WÄHLER
295,2431,2009,Übrige
213,167160,2013,Wahlberechtigte
213,166775,2009,Wahlberechtigte
213,111846,2013,Wähler
213,112507,2009,Wähler
213,985,2013,Ungültige
213,1738,2009,Ungültige
213,110861,2013,Gültige
213,110769,2009,Gültige
213,15921,2013,SPD
213,16724,2009,SPD
213,2293,2013,FDP
213,9508,2009,FDP
213,2832,2013,DIE LINKE
213,5362,2009,DIE LINKE
213,6030,2013,GRÜNE
213,8477,2009,GRÜNE
213,72915,2013,CSU
213,67284,2009,CSU
213,2318,2013,PIRATEN
213,2045,2009,NPD
213,388,2013,BüSo
213,1369,2009,BüSo
213,654,2013,DIE VIOLETTEN
213,3669,2013,AfD
213,3841,2013,FREIE WÄHLER
214,192385,2013,Wahlberechtigte
214,185961,2009,Wahlberechtigte
214,143626,2013,Wähler
214,140360,2009,Wähler
214,1083,2013,Ungültige
214,2228,2009,Ungültige
214,142543,2013,Gültige
214,138132,2009,Gültige
214,27233,2013,SPD
214,24402,2009,SPD
214,3125,2013,FDP
214,16433,2009,FDP
214,3712,2013,DIE LINKE
214,6073,2009,DIE LINKE
214,11377,2013,GRÜNE
214,17573,2009,GRÜNE
214,78991,2013,CSU
214,67518,2009,CSU
214,1837,2009,NPD
214,2992,2013,ödp
214,3969,2009,ödp
214,178,2013,Bündnis21/RRP
214,2791,2013,BP
214,6385,2013,AfD
214,5469,2013,FREIE WÄHLER
214,290,2013,NEIN!
214,327,2009,Übrige
215,216717,2013,Wahlberechtigte
215,212087,2009,Wahlberechtigte
215,155881,2013,Wähler
215,154723,2009,Wähler
215,1439,2013,Ungültige
215,2174,2009,Ungültige
215,154442,2013,Gültige
215,152549,2009,Gültige
215,27165,2013,SPD
215,21693,2009,SPD
215,3854,2013,FDP
215,20220,2009,FDP
215,4440,2013,DIE LINKE
215,8510,2009,DIE LINKE
215,18169,2013,GRÜNE
215,25879,2009,GRÜNE
215,81729,2013,CSU
215,71748,2009,CSU
215,3539,2013,PIRATEN
215,2636,2009,NPD
215,2568,2013,ödp
215,88,2009,ödp
215,1697,2009,Bündnis21/RRP
215,63,2009,BP
215,5,2009,BüSo
215,5855,2013,AfD
215,7123,2013,FREIE WÄHLER
215,10,2009,Übrige
216,251146,2013,Wahlberechtigte
216,244678,2009,Wahlberechtigte
216,188417,2013,Wähler
216,186845,2009,Wähler
216,1377,2013,Ungültige
216,2143,2009,Ungültige
216,187040,2013,Gültige
216,184702,2009,Gültige
216,37575,2013,SPD
216,35144,2009,SPD
216,4196,2013,FDP
216,20645,2009,FDP
216,5096,2013,DIE LINKE
216,7146,2009,DIE LINKE
216,14515,2013,GRÜNE
216,19965,2009,GRÜNE
216,103904,2013,CSU
216,90368,2009,CSU
216,4259,2013,PIRATEN
216,2007,2009,NPD
216,2814,2013,ödp
216,3120,2009,ödp
216,2415,2009,Bündnis21/RRP
216,3109,2009,BP
216,8672,2013,AfD
216,6009,2013,FREIE WÄHLER
216,783,2009,Übrige
217,254661,2013,Wahlberechtigte
217,250512,2009,Wahlberechtigte
217,174710,2013,Wähler
217,174765,2009,Wähler
217,1378,2013,Ungültige
217,2418,2009,Ungültige
217,173332,2013,Gültige
217,172347,2009,Gültige
217,28561,2013,SPD
217,26630,2009,SPD
217,3471,2013,FDP
217,13994,2009,FDP
217,6755,2013,DIE LINKE
217,10838,2009,DIE LINKE
217,11340,2013,GRÜNE
217,14082,2009,GRÜNE
217,106668,2013,CSU
217,98542,2009,CSU
217,3615,2013,PIRATEN
217,3276,2009,NPD
217,2224,2013,ödp
217,3863,2009,ödp
217,656,2009,BüSo
217,4878,2013,AfD
217,5205,2013,FREIE WÄHLER
217,615,2013,Die PARTEI
217,466,2009,Übrige
218,225557,2013,Wahlberechtigte
218,220785,2009,Wahlberechtigte
218,155942,2013,Wähler
218,158045,2009,Wähler
218,1185,2013,Ungültige
218,1459,2009,Ungültige
218,154757,2013,Gültige
218,156586,2009,Gültige
218,48625,2013,SPD
218,55691,2009,SPD
218,5749,2013,FDP
218,15766,2009,FDP
218,5722,2013,DIE LINKE
218,7773,2009,DIE LINKE
218,15962,2013,GRÜNE
218,15307,2009,GRÜNE
218,66930,2013,CSU
218,57161,2009,CSU
218,4979,2013,PIRATEN
218,1142,2013,NPD
218,1531,2009,NPD
218,2320,2013,ödp
218,1732,2009,ödp
218,228,2013,BüSo
218,217,2009,BüSo
218,164,2013,MLPD
218,123,2009,MLPD
218,2936,2013,FREIE WÄHLER
218,1285,2009,Übrige
219,236523,2013,Wahlberechtigte
219,231017,2009,Wahlberechtigte
219,168795,2013,Wähler
219,170334,2009,Wähler
219,1355,2013,Ungültige
219,1469,2009,Ungültige
219,167440,2013,Gültige
219,168865,2009,Gültige
219,48051,2013,SPD
219,44917,2009,SPD
219,6920,2013,FDP
219,24022,2009,FDP
219,5713,2013,DIE LINKE
219,9109,2009,DIE LINKE
219,17100,2013,GRÜNE
219,21722,2009,GRÜNE
219,74745,2013,CSU
219,61412,2009,CSU
219,3757,2013,PIRATEN
219,1145,2013,NPD
219,1286,2009,NPD
219,2702,2013,ödp
219,2147,2009,ödp
219,1616,2009,Bündnis21/RRP
219,2080,2013,BP
219,1574,2009,BP
219,249,2013,BüSo
219,221,2009,BüSo
219,4978,2013,FREIE WÄHLER
219,839,2009,Übrige
220,215368,2013,Wahlberechtigte
220,211617,2009,Wahlberechtigte
220,154146,2013,Wähler
220,155666,2009,Wähler
220,975,2013,Ungültige
220,1546,2009,Ungültige
220,153171,2013,Gültige
220,154120,2009,Gültige
220,43571,2013,SPD
220,43835,2009,SPD
220,4650,2013,FDP
220,17033,2009,FDP
220,6027,2013,DIE LINKE
220,8266,2009,DIE LINKE
220,17407,2013,GRÜNE
220,20507,2009,GRÜNE
220,66513,2013,CSU
220,58849,2009,CSU
220,3950,2013,PIRATEN
220,744,2013,NPD
220,1289,2009,NPD
220,2598,2013,ödp
220,2097,2009,ödp
220,138,2013,BüSo
220,460,2009,BüSo
220,4661,2013,AfD
220,2912,2013,FREIE WÄHLER
220,1784,2009,Übrige
221,239700,2013,Wahlberechtigte
221,231682,2009,Wahlberechtigte
221,174322,2013,Wähler
221,173138,2009,Wähler
221,1303,2013,Ungültige
221,1561,2009,Ungültige
221,173019,2013,Gültige
221,171577,2009,Gültige
221,49419,2013,SPD
221,47101,2009,SPD
221,6984,2013,FDP
221,20442,2009,FDP
221,7135,2013,DIE LINKE
221,9665,2009,DIE LINKE
221,22743,2013,GRÜNE
221,24967,2009,GRÜNE
221,73661,2013,CSU
221,63075,2009,CSU
221,4420,2013,PIRATEN
221,996,2013,NPD
221,1413,2009,NPD
221,2796,2013,ödp
221,2623,2009,ödp
221,185,2013,BüSo
221,412,2009,BüSo
221,735,2013,pro Deutschland
221,3713,2013,FREIE WÄHLER
221,232,2013,Übrige
221,1879,2009,Übrige
222,247787,2013,Wahlberechtigte
222,242625,2009,Wahlberechtigte
222,192033,2013,Wähler
222,192148,2009,Wähler
222,1161,2013,Ungültige
222,1783,2009,Ungültige
222,190872,2013,Gültige
222,190365,2009,Gültige
222,38786,2013,SPD
222,37277,2009,SPD
222,7429,2013,FDP
222,26030,2009,FDP
222,3996,2013,DIE LINKE
222,7201,2009,DIE LINKE
222,21279,2013,GRÜNE
222,25062,2009,GRÜNE
222,100176,2013,CSU
222,87060,2009,CSU
222,3299,2013,PIRATEN
222,1548,2009,NPD
222,2211,2013,ödp
222,1986,2009,ödp
222,1926,2009,FAMILIE
222,200,2013,Bündnis21/RRP
222,1601,2009,Bündnis21/RRP
222,7606,2013,AfD
222,5551,2013,FREIE WÄHLER
222,339,2013,VERNUNFT
222,674,2009,Übrige
223,231069,2013,Wahlberechtigte
223,226483,2009,Wahlberechtigte
223,162958,2013,Wähler
223,161912,2009,Wähler
223,1336,2013,Ungültige
223,2087,2009,Ungültige
223,161622,2013,Gültige
223,159825,2009,Gültige
223,20229,2013,SPD
223,23041,2009,SPD
223,4272,2013,FDP
223,14745,2009,FDP
223,3932,2013,DIE LINKE
223,5967,2009,DIE LINKE
223,15125,2013,GRÜNE
223,19499,2009,GRÜNE
223,93964,2013,CSU
223,82305,2009,CSU
223,3651,2013,PIRATEN
223,1172,2009,NPD
223,2015,2013,REP
223,3455,2009,REP
223,3290,2013,ödp
223,3905,2009,ödp
223,1749,2009,Bündnis21/RRP
223,3674,2013,BP
223,3612,2009,BP
223,189,2013,BüSo
223,375,2009,BüSo
223,6571,2013,AfD
223,4484,2013,FREIE WÄHLER
223,226,2013,Übrige
224,245379,2013,Wahlberechtigte
224,242366,2009,Wahlberechtigte
224,182283,2013,Wähler
224,183059,2009,Wähler
224,2179,2013,Ungültige
224,2456,2009,Ungültige
224,180104,2013,Gültige
224,180603,2009,Gültige
224,31678,2013,SPD
224,28179,2009,SPD
224,13381,2013,FDP
224,25954,2009,FDP
224,5041,2013,DIE LINKE
224,6928,2009,DIE LINKE
224,16031,2013,GRÜNE
224,19133,2009,GRÜNE
224,97383,2013,CSU
224,98057,2009,CSU
224,4011,2013,PIRATEN
224,2215,2009,NPD
224,3429,2013,ödp
224,41,2009,ödp
224,49,2009,FAMILIE
224,35,2009,Bündnis21/RRP
224,9150,2013,FREIE WÄHLER
224,12,2009,Übrige
225,206868,2013,Wahlberechtigte
225,205115,2009,Wahlberechtigte
225,141456,2013,Wähler
225,142584,2009,Wähler
225,1544,2013,Ungültige
225,1966,2009,Ungültige
225,139912,2013,Gültige
225,140618,2009,Gültige
225,24570,2013,SPD
225,21406,2009,SPD
225,3313,2013,FDP
225,10142,2009,FDP
225,4117,2013,DIE LINKE
225,6156,2009,DIE LINKE
225,11973,2013,GRÜNE
225,16188,2009,GRÜNE
225,87598,2013,CSU
225,76741,2009,CSU
225,3034,2013,PIRATEN
225,2063,2009,NPD
225,1917,2013,REP
225,3390,2013,ödp
225,2409,2009,ödp
225,1296,2009,Bündnis21/RRP
225,2860,2009,BP
225,608,2009,BüSo
225,749,2009,Übrige
226,252724,2013,Wahlberechtigte
226,249153,2009,Wahlberechtigte
226,184167,2013,Wähler
226,183832,2009,Wähler
226,1951,2013,Ungültige
226,2439,2009,Ungültige
226,182216,2013,Gültige
226,181393,2009,Gültige
226,30019,2013,SPD
226,25894,2009,SPD
226,5325,2013,FDP
226,19076,2009,FDP
226,5321,2013,DIE LINKE
226,7568,2009,DIE LINKE
226,15559,2013,GRÜNE
226,21516,2009,GRÜNE
226,104236,2013,CSU
226,94302,2009,CSU
226,3137,2013,PIRATEN
226,1581,2013,NPD
226,1883,2009,NPD
226,5010,2013,ödp
226,4511,2009,ödp
226,1921,2009,Bündnis21/RRP
226,5599,2013,BP
226,3399,2009,BP
226,6429,2013,FREIE WÄHLER
226,1323,2009,Übrige
227,155082,2013,Wahlberechtigte
227,154767,2009,Wahlberechtigte
227,93941,2013,Wähler
227,94922,2009,Wähler
227,843,2013,Ungültige
227,1524,2009,Ungültige
227,93098,2013,Gültige
227,93398,2009,Gültige
227,14779,2013,SPD
227,15336,2009,SPD
227,1950,2013,FDP
227,11065,2009,FDP
227,2802,2013,DIE LINKE
227,6851,2009,DIE LINKE
227,4187,2013,GRÜNE
227,6717,2009,GRÜNE
227,57145,2013,CSU
227,49398,2009,CSU
227,1296,2013,PIRATEN
227,1664,2013,NPD
227,3039,2009,NPD
227,1773,2013,BP
227,3040,2013,AfD
227,4462,2013,FREIE WÄHLER
227,992,2009,Übrige
228,251273,2013,Wahlberechtigte
228,246833,2009,Wahlberechtigte
228,171644,2013,Wähler
228,171065,2009,Wähler
228,1648,2013,Ungültige
228,2818,2009,Ungültige
228,169996,2013,Gültige
228,168247,2009,Gültige
228,27537,2013,SPD
228,25337,2009,SPD
228,5147,2013,FDP
228,22940,2009,FDP
228,4920,2013,DIE LINKE
228,9362,2009,DIE LINKE
228,14085,2013,GRÜNE
228,17133,2009,GRÜNE
228,98703,2013,CSU
228,84953,2009,CSU
228,3349,2013,PIRATEN
228,2211,2013,NPD
228,3295,2009,NPD
228,4002,2013,ödp
228,4051,2009,ödp
228,1176,2009,DIE VIOLETTEN
228,10042,2013,FREIE WÄHLER
229,186392,2013,Wahlberechtigte
229,186068,2009,Wahlberechtigte
229,117391,2013,Wähler
229,118249,2009,Wähler
229,1280,2013,Ungültige
229,1536,2009,Ungültige
229,116111,2013,Gültige
229,116713,2009,Gültige
229,22845,2013,SPD
229,16573,2009,SPD
229,22069,2009,FDP
229,3763,2013,DIE LINKE
229,9217,2009,DIE LINKE
229,5956,2013,GRÜNE
229,8767,2009,GRÜNE
229,69428,2013,CSU
229,54275,2009,CSU
229,2191,2013,PIRATEN
229,1263,2013,NPD
229,2600,2009,NPD
229,3049,2013,ödp
229,3212,2009,ödp
229,3616,2013,AfD
229,4000,2013,FREIE WÄHLER
230,163308,2013,Wahlberechtigte
230,162109,2009,Wahlberechtigte
230,103874,2013,Wähler
230,104487,2009,Wähler
230,1233,2013,Ungültige
230,2052,2009,Ungültige
230,102641,2013,Gültige
230,102435,2009,Gültige
230,16619,2013,SPD
230,17920,2009,SPD
230,2070,2013,FDP
230,10305,2009,FDP
230,2668,2013,DIE LINKE
230,4868,2009,DIE LINKE
230,4773,2013,GRÜNE
230,5828,2009,GRÜNE
230,62748,2013,CSU
230,54904,2009,CSU
230,1627,2013,NPD
230,1743,2009,NPD
230,1719,2009,REP
230,2857,2013,ödp
230,4626,2009,ödp
230,522,2009,BüSo
230,3129,2013,AfD
230,5378,2013,FREIE WÄHLER
230,772,2013,Die PARTEI
231,173773,2013,Wahlberechtigte
231,173068,2009,Wahlberechtigte
231,111537,2013,Wähler
231,112708,2009,Wähler
231,1167,2013,Ungültige
231,1621,2009,Ungültige
231,110370,2013,Gültige
231,111087,2009,Gültige
231,19400,2013,SPD
231,24922,2009,SPD
231,2596,2013,FDP
231,8650,2009,FDP
231,2757,2013,DIE LINKE
231,5410,2009,DIE LINKE
231,3582,2013,GRÜNE
231,4372,2009,GRÜNE
231,67579,2013,CSU
231,61572,2009,CSU
231,1915,2013,PIRATEN
231,1858,2013,NPD
231,2519,2009,NPD
231,3201,2013,ödp
231,3040,2009,ödp
231,3662,2013,AfD
231,3820,2013,FREIE WÄHLER
231,602,2009,Übrige
232,215146,2013,Wahlberechtigte
232,214616,2009,Wahlberechtigte
232,151021,2013,Wähler
232,153659,2009,Wähler
232,1542,2013,Ungültige
232,3314,2009,Ungültige
232,149479,2013,Gültige
232,150345,2009,Gültige
232,31253,2013,SPD
232,30587,2009,SPD
232,3148,2013,FDP
232,18922,2009,FDP
232,4909,2013,DIE LINKE
232,10544,2009,DIE LINKE
232,7365,2013,GRÜNE
232,13833,2009,GRÜNE
232,87248,2013,CSU
232,71148,2009,CSU
232,3781,2013,PIRATEN
232,2229,2013,NPD
232,3818,2009,NPD
232,3824,2013,ödp
232,1493,2009,Bündnis21/RRP
232,5722,2013,FREIE WÄHLER
233,248820,2013,Wahlberechtigte
233,243083,2009,Wahlberechtigte
233,171954,2013,Wähler
233,171002,2009,Wähler
233,1394,2013,Ungültige
233,1933,2009,Ungültige
233,170560,2013,Gültige
233,169069,2009,Gültige
233,37541,2013,SPD
233,35207,2009,SPD
233,6830,2013,FDP
233,21618,2009,FDP
233,5839,2013,DIE LINKE
233,10514,2009,DIE LINKE
233,14202,2013,GRÜNE
233,14784,2009,GRÜNE
233,82648,2013,CSU
233,75653,2009,CSU
233,3453,2013,PIRATEN
233,2903,2009,PIRATEN
233,1442,2013,NPD
233,2753,2009,NPD
233,4184,2013,ödp
233,4410,2009,ödp
233,1227,2009,Bündnis21/RRP
233,6229,2013,AfD
233,7799,2013,FREIE WÄHLER
233,393,2013,Übrige
234,216389,2013,Wahlberechtigte
234,216044,2009,Wahlberechtigte
234,141364,2013,Wähler
234,143939,2009,Wähler
234,1247,2013,Ungültige
234,2151,2009,Ungültige
234,140117,2013,Gültige
234,141788,2009,Gültige
234,34716,2013,SPD
234,34321,2009,SPD
234,2430,2013,FDP
234,11058,2009,FDP
234,3820,2013,DIE LINKE
234,9396,2009,DIE LINKE
234,4516,2013,GRÜNE
234,6423,2009,GRÜNE
234,80840,2013,CSU
234,72791,2009,CSU
234,2155,2013,NPD
234,3463,2009,NPD
234,2152,2013,ödp
234,2830,2009,ödp
234,2964,2013,BP
234,6524,2013,FREIE WÄHLER
234,1506,2009,Übrige
235,170403,2013,Wahlberechtigte
235,172011,2009,Wahlberechtigte
235,118903,2013,Wähler
235,124026,2009,Wähler
235,1114,2013,Ungültige
235,1859,2009,Ungültige
235,117789,2013,Gültige
235,122167,2009,Gültige
235,25881,2013,SPD
235,24261,2009,SPD
235,1735,2013,FDP
235,8664,2009,FDP
235,3117,2013,DIE LINKE
235,6567,2009,DIE LINKE
235,4531,2013,GRÜNE
235,6031,2009,GRÜNE
235,64930,2013,CSU
235,54891,2009,CSU
235,1806,2013,PIRATEN
235,1895,2013,NPD
235,2994,2009,NPD
235,1489,2013,ödp
235,1563,2009,ödp
235,2855,2013,AfD
235,4165,2013,FREIE WÄHLER
235,5385,2013,Übrige
235,17196,2009,Übrige
236,179923,2013,Wahlberechtigte
236,177197,2009,Wahlberechtigte
236,126869,2013,Wähler
236,129049,2009,Wähler
236,995,2013,Ungültige
236,1563,2009,Ungültige
236,125874,2013,Gültige
236,127486,2009,Gültige
236,28794,2013,SPD
236,26044,2009,SPD
236,4252,2013,FDP
236,13590,2009,FDP
236,4365,2013,DIE LINKE
236,7601,2009,DIE LINKE
236,10283,2013,GRÜNE
236,11726,2009,GRÜNE
